Abstract;Ref
Sustainability and social media use in open innovation play important roles in a firm's new product development (NPD) process. This research examines, in conjunction, the roles of sustainability and social media driven inbound open innovation (SMOI) for a firm's NPD performance, and further, takes a more refined approach by differentiating between different types of SMOI activities. To this end, this research develops and tests a conceptual framework, which predicts that (1) a firm's sustainability orientation (SO) is positively associated with its NPD performance, (2) customer focus (CF) partially mediates the SO-NPD performance link, and (3) particular SMOI activities moderate the CF-NPD performance link. The empirical results, using data from the Product Development and Management Association (PDMA)'s comparative performance assessment study, provide support for most of the framework. Notably, this research documents a positive link between SO and NPD performance, as well as a partial mediating role of CF. The results further suggest that social media driven open innovation activities focused on gathering market insights enhance CF directly, while social media driven open innovation activities that garner technical expertise enhance the link between CF and NPD performance. This paper bridges the separate literatures on sustainability and open innovation, and contributes to the NPD research. The findings suggest that managers should take a strategic approach to sustainability and embed it in the NPD process. Furthermore, managers should manage social media based open innovation carefully to fully benefit the firm during the front end and back end of NPD.;Ref106
Social media (SM) allow users to easily create, edit, or share content. The vast numbers of individuals that converge around sites like LinkedIn, Facebook, or Twitter embody a rich source of external knowledge that could be utilized for new product development (NPD). Complementing other channels for open innovation (OI), SM can provide access to novel information about customer needs and technological solutions unknown to the firm. Anecdotal evidence suggests that there are considerable benefits from using SM during an innovation project, but empirical evidence is scarce. Contributing to the perspective of openness in search, a number of hypotheses propose how SM as a new channel for OI can contribute to firm performance. This model is tested using data from the PDMA Comparative Performance Assessment Study, identifying factors influencing the relationship between SM and NPD performance. The findings indicate that utilizing information from SM channels can lead to higher performance, but that this link is influenced by the formalization of a firm's NPD process. This study also finds that the ability of a firm to benefit from external search in SM strongly depends on complementary internal processes when organizing and conducting this activity. Furthermore, managers have to take care when utilizing information from SM channels in radical projects, as for this kind of project only a weak significant performance contribution of SM could be found.;Ref107
Although many organizations have deployed social media tools to support business activities such as marketing or customer relationship management in the past several years, academic research on using social media for supporting innovation process is very limited. Many organizations find it challenging to effectively integrate social media into organizational innovation practices because social media are primarily complex, informal and episodic. In this research, we would like to explore how various organizational factors can contribute to social media use for supporting innovation process. We conducted a case study of two particular cases, one with an e-learning service unit at a public university and another with a large hotel chain company. Based on the findings of this case study, we proposed a process-based framework that could help organizations use social media to support innovation process. This case study also identified situational factors that could affect the use of social media for closed innovation and open innovation respectively. In addition, some useful guidelines and proven practices are revealed from this case study.;Ref108
"Some governments have proven social media's potential to generate value through co-creation and citizen participation, and municipalities are increasingly using these tools in order to become smart cities. Nevertheless, few public administrations have taken full advantage of all the possibilities offered by social media and, as a consequence, there is a shortage of case studies published on this topic. By analyzing the case study of the platform Santander City Brain, managed by the City Council of Santander (Spain), the current work contributes to broaden the knowledge on ambitious social media projects implemented by local public administrations for e-Government; therefore, this case can be useful for other public sector's initiatives. The case studied herein proves that virtual social media are effective tools for civil society, as it is able to set the political agenda and influence the framing of political discourse; however, they should not be considered as the main channel for citizen participation. Among the results obtained, the authors have found that several elements are required: the determination and involvement of the government, a designated community manager to follow up with the community of users, the secured privacy of its users, and a technological platform that is easy to use. Additionally, the Public Private Partnership model provides several advantages to the project, such as opening new sources of funding.";Ref109
"Purpose - This paper aims to examine the dynamics of a community of practice (CoP) through a case study of eCars - Now! They offer open- source blueprints of the electric conversion kits globally. The authors analysed the CoP by considering its entire life cycle, starting from the motives for its establishment, through its active performance, up to the current stage, where the members need to decide whether the community will remain viable. Particular attention was paid to the group dynamics and issues that seemed relevant to the change in dynamics which determine whether a CoP maintains its vitality or dissipates. Design/methodology/approach - The qualitative case study was chosen as the research strategy (Yin, 1984) to answer the research question and understand the target phenomenon of the CoP by analysing textual data. This particular case was chosen because of its unusual revelatory value for the case CoP which aims at creating a tangible innovation by using a platform that normally aims at intangible problem- solving (Eisenhardt and Graebner, 2007). In the data collection, the authors used method and researcher triangulation (Patton, 1990). Findings - Life cycle analysis revealed four themes that explained the change in the group dynamics and the dispersal of the community: differentiation and dispersal of interests, growth that resulted in role differentiation, virtuality in community development and inclusion of investors. The themes were all related to the fact that the case community operated with not only knowledge, but also with a tangible product. Therefore, the tangibility of a problem to be solved seems to play a pivotal role in a CoP's operations and dynamics and, in part, also explains the changing role of information and communications technology (ICT) in the process. Research limitations/implications - However, this paper identified also different ways to characterize community participation, which was also relevant from group dynamics point of view. Thus, the topic should be studied further. Group dynamics in general, as it relates to the success of CoPs, should be also investigated further. Additional studies should implement the inclusion of external resources in the community. Further research is also needed to investigate tangible and intangible outcomes achieved through CoPs. Much of the available research was conducted over short periods; prolonged interactions in a CoP context could show different results. Practical implications - In conclusion, at the beginning of the life cycle of the eCars community, ICT played a significant role. It helped increase awareness of the community in the first place and enabled people to join in, which thus enabled the community to evolve. When the operations evolved and the life cycle progressed, both the physical meeting place as well as personal interaction and communication became emphasized and much more important. In the maturing stage, the role of ICT, and especially social media, is the essential part of the community. Social implications - This analysis suggests that at the early stage of a community, the plans can be somewhat random, even utopian, but when the community evolves, this uncertainty can become a problem. First, it affects achieving the actual, and in this case, concrete results. Second, uncertainty and unclarity dampen enthusiasm and motivation, which are of utmost importance due to the voluntary participation. This paper also concludes that when the operations evolved and the life cycle progressed, both the physical meeting place as well as personal interaction and communication became increasingly important. Originality/value - This paper argues that the ideological basis for this kind of community should be openness. All information should be available for everyone who registers to the community platform on the internet. This community was working in the mindset of open innovation. Technical documentation and all other material were available for everyone in the community's wiki pages, which attracted a lot of people who were delighted by eCars. Many advisors delivered technical information and good advice to the practitioners of the community through the platform. The hang arounds were also very well-informed in this stage regarding how the core group was working.";Ref110
The literature on user innovation has not considered laggards - the last group of users to adopt a product - as a source of new ideas for innovative products and services. In this paper, we develop the Lag-User Method to investigate laggards' role in the process of idea generation and new product development (NPD) and so enable firms to gain access to their insights. We study laggards for 4 years in three countries and apply the Lag-User Method to different technologies, products, and services, thereby generating 62 innovative ideas across a wide range of industries and sectors. These ideas are discussed with executives to obtain managerial insights. Our studies reveal that laggards who generate new ideas (i.e. lag-users) can enrich NPD. Being coached through the systematic Lag-User Method, they can come up with radical, really new, or incremental innovations. Moreover, applying the method increased laggards' perception regarding their (a) understanding of innovation, (b) perception that people can learn to innovate, (c) perception of their ability to develop new products on their own, (d) confidence about their own new ideas, and (e) perception of considering themselves capable of innovating. Thus, we propose that by involving lag-users in idea generation and NPD process, both academia and firms can improve the effectiveness of NPD, overcome barriers to adoption of innovations, cross the chasm, and accelerate the diffusion of their new products or services. (c) 2015 Elsevier B.V. All rights reserved.;Ref111
Social media technologies allow user-generated content and provide new opportunities and challenges for firms to transform their business. In particular, more and more firms have started strategically using the online user innovation communities (OUICs) for open innovation initiatives. The extent to which firms are able to derive business value from OUICs, however, has not been systematically examined. Drawing on a multi-theoretical foundation from the framework of dynamic capabilities and the view of innovation value chain, we conceptualize two OUIC-enabled capabilities, which are, ideation capability related to collecting user-generated ideas about potential innovation from OUIC, and implementation capability related to selecting user-generated ideas for innovation development and introducing developed innovation via OUIC. Using a large-scale panel data set consisting of 1676 firm-day observations from Dell and Starbucks, we examine the impacts of OUIC-enabled capabilities on firm value. We find robust evidence that OUIC-enabled ideation capability actually does not influence firm value, whereas OUIC-enabled implementation capability increases firm value. Novel theoretical and managerial implications are discussed. (C) 2015 Elsevier B.V. All rights reserved.;Ref112
This study investigates the effects of the use of social media in inbound open innovation on capabilities for absorptive capacity of companies. Seven explorative case studies were conducted in an R&D and business context of two large global high-tech companies. The results suggest that if the necessary conditions are met, social media usage increases the transparent, moderational and multi-directional interactions that in turn influence four capabilities for absorptive capacity: connectedness, socialization tactics, cross-functionality and receptivity, a hitherto overlooked capability. Hence, we observe that social media are boundary-spanning tools that can be used to build and increase companies' absorptive capacity.;Ref113
"Purpose - The internal resources of a firm should not be regarded as the only source of innovation; organizations need to look at the external sources which can contribute greatly. This can happen through the recent development in technologies and the emergence of social media; such advancements have empowered consumers to have social interaction with their peers in online communities. As a source of generation of innovative ideas, company-based communities have not received enough attention, although they are strong drivers for co-creation of value by customers. Easy online communication channels, facilitated through online communities, have developed open innovation as an attractive means of customer involvement in value creation. However, literature in this area is devoid of empirical research on the way consumers can participate in open innovation communities using Web 2.0 technologies. The paper aims to discuss these issues. Design/methodology/approach - This paper, therefore, looks at the opportunities offered by social media to firms for open innovation in the context of new product development (NPD). The study is based on social support theory and the concept of social media generating open innovation; a model for the research has thus been proposed. The model has been tested using partial least square through an online questionnaire. Findings - The results indicate that social media is a cost-efficient way for firms to look at external sources of innovation, specifically in NPD. Online communities, developed specifically for new products, can support the innovation process for the business sector. The paper discusses the results of this empirical research and has some practical implications for practitioners in this field. Originality/value - The study indicate that social media empower individuals to come online, get involved in social interaction and share their experiences about a new product with other peers in the network. Social media and informational support, as social capital of online communities, both have influence on participation of individuals in the online communities of open innovation for NPD.";Ref114
"Organizational practices that foster a dialogic relationship between organizations and their constituent customers have created an arena for inbound and outbound innovation. At the nexus of this development occurring in the media industries, these flows are carried by various forms of digital, social media and an increasing digital presence in the form of dynamic websites with varying degrees of interactive capabilities. In this paper, we posit that the newspaper industry is torn between indifference and cautious apprehension caused by the difficulty in marrying the journalism profession's carefully guarded gatekeeping practices with the revolving doors of open innovation. Gatekeeping has emerged as a fiercely defended cornerstone for the industry and the profession of journalism itself is not enough to distinguish amateurs from professionals; for the segregation between professionals and amateurs to carry weight rather than being reduced to a hollow title, the segregation needs a practice that explicitly enforces gatekeeping-where actions speak louder than titles. Against this backdrop, we pursue the following research question: Why has IT-enabled open innovation become such a contentious issue in the context of the newspaper industry? Combining contextual in-situ ethnographic interviews and observation with an industry-wide content analysis of Swedish newspaper websites, we present an in-depth view of what IT-enabled open innovation means in the context of the newspaper industry. Results show that the process of legitimization inscribed by a particularly charged information technology-the printing press-continues to exert great influence in what constitutes open practice in the newspaper industry.";Ref115
As various forms of social media are spreading, we often witness that an idea of an individual user drives macroscopic changes. From the perspectives of product development and marketing, the opinions left by potential consumers in online social network can generate big ripple effects. This study analyzes the user opinions in online space to grasp preferences toward various products psychologically categorized by users. We also suggest an aspect of the market mentally configured by users using network modeling while following the framework of economic sociology. Existing analyses on online market place are mainly dealing with structural issues such as inter-actor relationships and status measurement. This study, however, analyzes complex preferences regarding diverse products and brands and derives a new model for inter-market connections. We expect that our study will provide important consequences on digital marketing and community design of corporations planning word of mouth effect in online space.;Ref116
Despite the exponential rise of social media use in external stakeholder engagement academic research and managerial practice have paid little attention to how it can be used for open innovation across the entire innovation funnel, spanning ideation, R&D, and commercialization. As a result there is little understanding of how companies can organize for and implement social media for open innovation. Utilizing a multiple case study design, this article examines its application across the entire innovation process. It proposes a range of organizational and technological adaptations that managers can implement to ensure they realize the innovative benefits of social media application.;Ref117
This paper analyzes organizations' attempts to entice external contributors to submit suggestions for future organizational action. While earlier work has elaborated on the advantages of leveraging the knowledge of external contributors, our findings show that organizational attempts to attract such involvement are likely to wither and die. We develop arguments about what increases the likelihood of getting suggestions from externals in the future, namely through (1) proactive attention (submitting internally developed suggestions to externals to stimulate debate) and (2) reactive attention (paying attention to suggestions from externals to signal they are being listened to), particularly when those suggestions are submitted by newcomers. Findings from an analysis of about 24,000 initiatives by organizations to involve external contributors suggest these actions are crucial for receiving suggestions from external contributors. Our results are contingent upon the stage of the initiative because organizations' actions exert more influence in initiatives that lack a history of prior suggestions. Our work has implications for scholars of open innovation because it highlights the importance of considering failures as well successes: focusing exclusively on initiatives that reach a certain stage can lead to partial or erroneous conclusions about why some organizations engage external contributors while others fail. (C) 2013 Elsevier B.V. All rights reserved.;Ref118
As many futurists have argued, images of the future have a crucial role to play in societal development. At an individual level, the understanding of people's hopes, fears and expectations becomes important not only to determine how we look at the future but also to understand our present actions. At a collective level, sharing these images and understanding our role within the community is also essential for the development of a shared vision about the future. Young people stand out as one of main players in this task of building the society of the future, which is why investigating their images of the future should have highly significant implications. The present paper shows the results of a comparative pilot study about the images of the future found among youngsters from 2 different European countries: Spain and Finland. The survey-which involved two groups of university students from the aforesaid countries-has as its main aim to look into the identified cultural values and message sources that can influence the way in which we look at the (expected and desired) future. The importance of this project, which was developed using the web platform www.F212.org-a pilot project funded by FECYT (Spanish initials for Spanish Foundation for Science and Technology)-stems from the idea that the communication and exchange of information about images of the future through social networks will empower new generations to cope with the challenge of building a desired future.;Ref119
Results of Product Development and Management Association (PDMA)'s Comparative Performance Assessment Study are presented from 453 companies. In addition to baseline questions from previous studies, new sections on culture, social media, services, sustainability, open innovation, and global product development practices are introduced. Extensive comparison between the best performing companies and the rest of the sample reveal numerous practices that lead to higher product performance in the market. Comparisons are also made between this study and previous PDMA best practices studies. In addition, geographic differences among North America, Europe, and Asia are explored. Practices leading to higher commercial performance are identified.;Ref120
This paper explores and explains the emergence of commercial blogging. Studying the contents of 18 of Sweden's top fashion blogs, our findings suggest that bloggers create value by generating improved transaction efficiencies. Fashion bloggers have high credibility and thus facilitate the flow of consumer information and choice. The blogs present a combination of private and commercial content, thereby creating a customer intimacy that differentiates them from more traditional market channels. The value of these relationships is appropriated partly through advertisements and partly from other sources of revenue, such as the creation of brands and online stores. Bloggers have become powerful intermediaries who often have a better contact with end consumers than fashion firms. This paper therefore suggests that management of the blogosphere is an emerging source of competitive advantage for fashion firms.;Ref121
